injection_id,noise_seed,sampler_seed,M_c,q,s1_mag,s1_theta,s1_phi,s2_mag,s2_theta,s2_phi,iota,lambda_1,lambda_2,ra,dec,psi,t_c,phase_c,d_L
15,4277707059,2326472397,1.9615905073487752,0.9532303834274287,0.004027601742097992,1.9553974400437193,0.8384893733655445,0.03210834904144616,2.392134594015585,0.6409178448598889,0.7482239337281823,3763.077762786109,2476.7704490482824,2.8290753518905674,0.4584570982568598,0.40484937882264466,-0.016378149550748858,4.409844704056447,81.66052579246805
16,2769870649,655444501,2.1729097232896213,0.6075372660558862,0.01968629717815412,1.2795696076812633,1.0646128843481053,0.03354702835987465,1.1913361903032098,4.068709816314493,0.49335451118978085,3987.771490607901,4170.304266508876,6.243573483720661,0.5427729912477786,1.4238452088038271,0.016182599006130446,4.336233857073526,39.99284362531419
17,913342596,635457313,2.104456969654732,0.9763561101577996,0.02293616066575247,0.8973018489893465,3.427142007565013,0.044257045604714496,1.2173742833891317,1.4712238806711635,2.8408620032397898,4474.400370733313,2351.460936116548,3.6233509552439984,0.06730658249065266,1.8432650292780386,0.010943235021547563,5.997809614162853,103.33462388606414
18,2536939061,2016963078,1.9417486551961518,0.5066175783683862,0.04802733876712817,0.9033550098508344,3.905933860610251,0.01768690657499695,0.6376639305784082,4.857050843219386,2.5475594862037743,2034.1991562401229,4026.4247347879577,5.007649840103445,0.6532309500394525,1.1808374820956458,0.011959545183104279,5.40232208335911,60.850794368472776
19,1269818873,3221986594,2.2425153627669756,0.5284947437054865,0.04014123865063081,1.8698115559600814,0.5422084950719207,0.046230308306082386,2.1252643669393962,3.235065846922483,2.7848362795916293,835.2368039145464,943.0739230397401,2.763809824203004,-0.5530623539045815,1.4950477950625543,-0.023857214344161624,3.9759215194955813,114.41512226798662
20,3351256600,3621897572,1.9754623137892728,0.6990378567774526,0.04129156550402819,0.7034180131673704,4.131540736192015,0.04685486325652455,1.542236762903849,4.15444090449477,0.06742565406628577,1664.8019439663087,3848.7990571013297,1.0683397013733054,0.9777863459168669,2.576246247511281,0.014825942020213933,6.002474179968431,135.1788633098001
21,811138722,3520463113,1.5072046601142093,0.6345141612917432,0.019031857241293627,1.404250407836868,0.15133419348248142,0.002099637324669973,2.077342379475101,4.475185201646136,2.820577765033089,1463.529033044656,4380.7348910888195,4.45353760638036,0.7925199496345803,1.9781652919400787,0.01760678202865558,1.4768278492643412,93.60411577023899
22,1843237390,3893603253,2.3637345582870037,0.6665156694062955,0.004721362290316278,1.3963152533580845,4.240797557058822,0.030647821317981657,2.62315415674824,1.9428622749122846,1.8689706824488732,749.9478741281113,1406.9323031508436,2.0299784398247347,-0.4285862050576398,1.5059840986562654,-0.0006239394825479815,0.9466967248262497,136.83050777993517
23,2246647183,1497361727,2.3299059832038527,0.7837231893168726,0.04730747101152327,1.9284509774321275,1.4019631941915096,0.023258479332520038,0.8896059707563069,1.0585552829866924,1.9951717283518204,380.8800261592349,996.7371395627483,0.01777738305570797,-0.02069005009797578,2.9480153379491285,0.021593742494438947,3.2950326559036953,98.02909448966632
24,14128322,2577927520,2.0248939816017124,0.6381007965877007,0.029294367207792868,1.3976144067838572,3.6949805314934734,0.0015738072667475457,0.4969827433128704,3.495013416030451,2.6721994703112903,3013.714466874413,773.4203467783568,5.762340253280887,0.7398213494367645,3.0169338588346193,0.006473498617498496,5.501325403281476,129.57679943032903
25,3007739329,133551023,1.7497005782146884,0.7863663330450861,0.03570727219682746,2.1253779502484984,0.3111449150622798,0.03405853163765095,1.7939727729075243,1.9495927231844514,0.8014800293119644,4543.368577590309,3907.447143169722,4.503718790804775,0.5115019617624166,2.992183003200872,0.026942182536891866,4.659815689991648,106.8533085193969
26,2530538862,398727552,2.254665182176056,0.6481718118404289,0.007201046359071617,0.3629256070692868,5.643149165507652,0.042891149491552975,2.2533474234063524,5.883671168776386,1.769805129820413,3902.2933251944223,1670.0539297026712,0.08597628808598025,-0.562426615089656,1.2582959699653182,-0.016053745175615117,4.186470103357371,140.71837491935605
27,2198035140,732659303,1.5335943116418835,0.9990132462961687,0.04860174355121012,1.7468112436004737,3.02332188194457,0.047237884267227984,2.344582828892644,4.635571929081328,1.4852303172835277,2753.108679841648,4337.166722464412,3.5997163347993077,-0.5121890398109418,2.4987452601180626,0.023018310216482294,6.016136124753468,144.37995007409103
28,2954410774,2489374120,1.9792814860754717,0.7475340870041114,0.026097377624417318,2.41513222722611,1.2359709566346053,0.00983349170864078,1.745836271114918,0.9660470969654034,0.17433821866392007,2729.775944440721,4428.421657682393,1.3755229812235146,-0.9809305546847388,2.0824280007997964,0.01236972516606085,0.07057119451415379,138.66213137130947
29,2275049423,3323253501,1.759050208073904,0.6048937430788679,0.015346320841366856,2.438026511067612,4.917198903828377,0.0201655925349877,1.8189800868278616,3.302137648469041,1.5811197209950305,1884.089614122439,1658.1120899944324,0.7637395372826976,-0.6108955018072879,0.21293117530689976,0.016286129670210415,0.08608288708549125,134.22469128698154
30,3514961025,1810862761,2.487200953183348,0.5619142350958508,0.023010799159203288,1.6067387418952939,2.0916381426435073,0.04610528233775735,2.4445609294738313,5.648318370111307,2.0973356478186846,581.1178632061998,3290.831536181097,3.426668320474765,1.2267599354895513,1.553810933056997,-0.023312609984188225,3.7968985952349077,118.84022743305695
31,3852881284,2375473969,2.389504024765876,0.9553711532240998,0.048462608579538075,1.9726012848973302,4.381278228457599,0.035293026433349195,2.314362098047406,5.1473519513192585,0.8758267921757259,3133.0446908722315,4328.176585887809,1.8511891304281556,0.39569929897888934,1.5063753268000455,0.024753050008229922,0.7697180303349671,94.32019698968557
32,1432369713,3870498678,1.762294525934384,0.526198851518297,0.03584317321222003,0.07444392165470705,1.7734423042928553,0.030389150735217002,0.7147849279577485,2.1717377073101503,1.7169240750536099,4530.461284068594,2230.403274111703,6.031862664251263,-0.7224856337203621,0.6438792491950748,-0.008701840872895774,2.1642136698269008,93.49270496685648
33,483530584,2416447263,2.1977826537488436,0.8973854035592066,0.010312268422863502,0.6082314246182589,2.3945750825066234,0.01243400658851352,1.857646160197039,3.8413006088392354,0.6082022195894294,757.9267126804717,3492.0240471801662,5.401564466461638,0.8090673750738115,2.136410090552681,-0.028968512055744647,5.771729520934155,145.6561110381245
34,2848746752,3872162283,2.2663958413113803,0.7600246658478333,0.030803172408429665,2.3346866002445523,5.241892333584119,0.02508776594273414,1.669127321243795,1.2895315172793387,1.3447635840155328,64.35715987288148,1021.0131903333792,2.7303218549518675,-1.221795543772157,2.810460515551727,0.0033683795138740695,4.97331303214634,147.64771097245176
35,2695112219,183786292,1.9257605278443162,0.5251645101832183,0.015612514818535195,1.8658977496275482,5.557530443077062,0.039767482359318984,0.5420838255700009,2.0442510161600986,1.6779176658869472,4478.386132338036,2307.361408200443,6.022848787294646,0.3839359577455839,1.9610002077394626,-0.02769473751750206,5.374432700302021,143.2615083858698
36,3906596465,3065807699,2.3769329833822734,0.9664036586889078,0.016609518197077757,1.951966505874346,3.782950490279783,0.04228369731088343,2.0752760057111237,0.23018275084583523,2.049047792880822,3956.2622629905118,3889.6362796660096,3.9477456522458754,0.4912897856250263,1.6366360962020572,-0.028604618009139722,1.9865543424613699,108.14540192167615
37,295387719,2850032939,2.10722912028178,0.9986567201649277,0.015365276813353973,0.9677711189902103,0.7835333273234014,0.006954145279031671,0.7722983833436351,5.602115007394019,1.0273293597025932,2543.7787097876812,513.3825492945249,5.728235889327596,1.3865300127680527,3.0795308491872366,0.0034630800170629672,0.7353967035385033,148.28486023576042
38,3255740005,985532112,1.7517387954074823,0.9364973128791012,0.03240643611856707,2.080254254499602,5.536307936980626,0.01271943943791918,0.5138453949664987,4.364861040925624,2.219129552752969,1675.5477357656234,801.2466870159158,5.0060666832682905,0.3006676050096235,2.4663230439907116,-0.004081925870067524,2.7456714910178768,112.07682477748136
39,274212289,2580180743,1.805271246174363,0.6368309995411718,0.04007788949467692,2.5321678750422585,1.4284714303541963,0.009898371663495354,2.1068132044604186,6.014420719377999,1.901227496048587,1207.6969223485812,2554.600925354269,0.6001661498041511,0.5284225046100681,1.4065619010700607,0.028907885124152904,5.148873924291924,114.6635803023562
40,3088105920,2846679803,1.786766466194551,0.5441347424682066,0.04151221272144686,1.81050440222435,0.0890780233798264,0.00498225265396397,1.6317836389459062,0.17370369292219212,1.7048158764202674,1971.9368604884157,37.68847289644883,5.63572265680666,-0.8673882178566255,0.7029645673974854,-0.009613876974280755,5.859189198979279,64.77694870232159
41,3148643087,2157581956,2.4071778326974798,0.6387696006754189,0.04541675695174101,1.128609883462556,4.441515176967946,0.030824694798559482,0.4418445660370588,1.065896661635094,2.6817804428244814,429.4311123731598,2409.654671999163,2.0530558935136605,0.5912419427521213,1.3573586124035601,0.02615211994062383,4.493252183040223,121.42539187615212
42,2383439235,301832325,1.963809250564878,0.716707816303066,0.04484465337304708,1.0940243693098533,3.33940855366985,0.01733205892664957,2.4606983400779097,1.3046215000545345,1.5535351489863156,2360.9428943101548,1639.644177444859,3.1380752840578383,0.9931582077752087,3.0248283429857032,0.005973051766788184,0.18218343500659187,124.46963660694985
43,3439855942,1894719419,2.454864744431386,0.6450373660756669,0.04689460260493605,1.0002477169158168,2.0022661978258762,0.010207150984324355,1.9497715720942521,1.3857414950369444,1.4642329529882296,1250.0821166965475,3639.77138786709,1.150866557309898,-0.5598679636048877,1.5571982379932774,-0.00689856582422077,5.427753592383114,68.40130018339016
44,665516531,105708993,2.1315834801886218,0.5509144036229329,0.009532843092350425,1.8661227223714132,4.712261988612598,0.04455819504307192,0.3531134812929492,1.1608077448210796,1.1174995110341284,769.1286490950156,3982.1580609969647,2.335379592283136,-0.20025450918395718,2.790553654321477,-0.004559144088763225,3.6595850929945968,141.51726772121657
45,1739719424,2441855604,2.088638755131447,0.59567425341028,0.007777914272684938,1.423118295320558,1.0946784393788211,0.033231762377447356,1.9834039402703105,4.981094182503359,2.1568695460373477,2517.217760866979,2255.449803705983,0.16291343456448998,-0.23273432083754675,2.4338969394243577,-0.004359141494295093,0.11559105202106365,65.12061714642985
46,1917213468,3237582750,1.6653197000552984,0.6185092655711495,0.021965253372723093,1.1317787974467943,4.037910724383541,0.04407633733089702,2.114876506416336,4.947759277905731,1.812252645610785,4018.373152836638,2260.41952767476,0.5401504650456685,-0.011195480540328095,0.3129216149677494,-0.018527586927878797,2.6634897382008744,99.39448215132934
47,3537501636,2804990848,2.152538577382046,0.7559124744129744,0.014223644516557665,1.3222378445695235,2.1745808434611873,0.025123679374726787,1.483990846982284,3.058583584009649,1.0076901366891378,2197.573038439749,3380.1644070644056,0.8332396309524729,-0.4628304616669104,3.0311074823753317,-0.005651128259333551,1.096639019371917,92.01164521358913
48,3374782259,4160520147,1.9146166892023269,0.5290843748345941,0.02512891901055203,2.030419831198477,3.073778947937274,0.038286851366665715,1.1789425312266646,5.924359017720842,2.368992799386939,1646.2559708370416,4827.547704842633,4.2181464184110125,0.7592666397727573,1.5199622381772653,0.006393214370659119,4.4408324693533086,41.300000961308626
49,2064031681,2333333793,1.5028530307573575,0.7648552332599904,0.027090803834860223,1.476881786811492,5.568232846728047,0.0065921156055857195,2.387666635062964,2.272000147916642,0.5565573402831416,49.23547484723567,3419.914041671183,3.337350621103536,-0.2618070415633008,1.912813667004883,-0.007214579207511897,1.0551095061582214,137.36810389110832
50,4236176232,2369672586,1.6755202356547843,0.7086299926501354,0.025812490586561668,0.30341238330856685,4.314683896076006,0.04111396025247917,2.692959024533392,0.65608300787632,2.2192914720578942,622.7241128705751,4518.132243506639,4.121908281828373,0.6123460688072252,2.240803707800986,0.01178548760501069,2.1204476165659822,90.99952676634524
51,569640753,3127692962,2.1603873060201337,0.5464283994208141,0.013217728289320258,2.80592120234749,0.009869082444091142,0.008390533368101484,1.830706293710022,4.905343211318745,0.6898016279047643,836.4876153433277,2471.78239681962,1.5461221678175092,-0.13723657137322423,0.09563386940346223,0.02836266278808775,4.951568257190968,124.80085461774264
52,2208974897,2313656780,1.634665942640779,0.5786109513860798,0.011089260118094559,2.3178177801789643,5.8282346903664894,0.010348139636824866,2.604987305615495,1.5824961579962413,1.8185771285959809,1345.9720849869211,1028.2963546548824,0.7929899464306773,0.5555654165113992,2.4354365707116195,-0.01309988227610294,3.650648408469088,106.73779712132591
53,466757502,1597953340,2.199194205604911,0.519946356085195,0.014626281331146558,1.1325962116052481,3.1845964974073224,0.0182953363743792,2.253848929983052,4.026929419722341,1.0670698446858304,417.5762951823503,3206.525486565765,2.2194072107471268,0.20266884007639013,1.1816628090429777,-0.025030485201881864,1.200993293647891,143.72932307271893
54,4184658315,1555186078,1.551353121141114,0.9292794674200662,0.03027706772090419,1.7327852857929904,3.09021110671272,0.032104146116483816,1.4049272415735297,4.27138967743946,1.82859317155395,4111.855940477974,4054.427421297677,4.0194587941659,0.49064208947477855,0.7002081279590693,-0.012747097591543887,0.6714720810897489,67.08236569448658
55,1415319829,3785350434,2.291597834806041,0.700432873130094,0.02601082524391466,2.6184527204816774,5.787213013041894,0.029950049458918222,1.948946642710263,6.217198754096007,2.1908236265756678,3700.057059026595,4814.672686201414,2.6457782173424333,0.03864311162292141,0.9236722080247565,-0.013650691659287255,3.153965847692426,138.82137255740392
56,461558584,3991408999,2.24885124757932,0.8942172447635255,0.010114728835088871,1.692933103064472,4.696040056651574,0.00733215812201914,1.198529136331141,3.371633144392543,2.181242328070709,3107.8678069778607,2472.089047872227,2.603207450850088,-1.0059823697348738,2.44846296980598,-0.029624317967535528,4.323584374858902,134.25651774289372
57,4282608756,2159779815,1.7491176114765468,0.5543214555286728,0.03439992874875068,2.282761640692134,2.725584358391142,0.0256125023985347,2.510985628858827,4.267727539575993,0.40804171815188905,4370.739163857573,3749.589923810759,2.62877895617579,0.440404965130515,2.52180708454732,0.024041361776581602,5.366065092006463,96.92732039921962
58,2911043440,1077353022,1.812321589497658,0.9980055910647112,0.03508451482628397,0.689491234657425,5.605771414340303,0.01066748495728105,1.3475155628835835,3.8258139181732074,1.7023700338400856,1879.2984006526642,570.6827986796209,5.770981591595878,1.087537435948304,0.226857383625887,0.023446869361639273,3.969235640588946,143.66825204783265
59,2597582841,1426478249,2.353248286306585,0.6329923861740278,0.028741331035872397,1.4870480629610516,5.094770904605762,0.021112761796062418,1.887232041088228,4.744390176243669,2.2724589477361046,348.41425528225,1797.8171888227196,5.127342236354897,0.07869491241455737,0.34412103576206987,0.02594258409877056,0.11473608980215248,117.19366749837062
60,360675173,1309099030,2.050363722187309,0.6188056866996613,0.04720173757265324,2.124307424179635,0.8765532124966032,0.004183209088646301,0.8361472136146182,3.3600514760655877,1.6575759005131911,1722.456873533164,2751.859331645975,5.833989905108562,-0.11223303077267921,2.734400403824165,-0.020949846974541848,0.9513558500388065,146.40004722739602
61,3265235078,371978535,2.3898235933901755,0.9329332973211575,0.012094119747762068,0.6746020437926471,5.710149303202542,0.03468111295653709,1.1697585203112364,2.8383087008691272,1.9341182060054094,2975.722048857319,1163.772270637975,4.370594210251587,-0.6113099643735554,0.9263713996731499,-0.0017275541171473563,3.7224459695070995,127.39180672274166
62,2697576397,575787899,2.167342902372978,0.8020309684141959,0.04892124522068552,1.0077658173138075,3.638743828648824,0.008206356868479248,1.9199648771609277,3.4707371851037396,0.8816325432662419,4850.078979574528,4167.080798573615,0.08336805512553723,0.33271478170610475,0.6136667867223495,-0.024893449403398892,0.32944640158003863,142.44113932933593
63,2578726657,4002186437,1.8087560619416867,0.560485056355123,0.024920259131159524,2.206763807577152,5.09252681782448,0.04049062857894507,1.576147098161399,1.3886324457856092,1.1836953930611902,2668.88755237282,1939.9350462324594,0.8125052785732495,-0.7941324540148589,2.1856513753169304,0.009313391595955268,5.957857151679175,139.5673233810493
64,2968628736,1851123553,2.052070249872089,0.5230883312298442,0.04864176958185396,1.7629923784292947,3.855970870097225,0.0005265365439891256,0.5217448125100641,3.5440096092182274,1.984528143911887,3496.229595438747,756.0231112034211,2.323758992484409,0.09577004265873605,0.9374616767061359,-0.004682549188999927,1.5135235752383116,140.04931645563516
65,3627068601,3732781475,1.667430960862917,0.7261787442988905,0.02374239410854589,2.334287459273441,1.6277223594123564,0.013885789521717174,1.6572212841287426,1.3689287975359439,0.523996461700544,2692.0106867390377,849.4455061712375,3.698931329121657,0.2338103920843186,2.1358759407783388,0.0009865280897383233,0.8407995247675576,135.34136960761032
66,2759462206,3656258191,2.100748712538146,0.764112378975611,0.03867446337308221,1.6125429524703034,1.7192779515992502,0.017951807057831688,1.240478793254504,3.729851006197557,1.618566436033912,4542.408731727344,3034.1560008761808,5.760998505706907,0.8685736058571123,0.14573266308693655,0.0015621911033217352,1.3203401751958082,81.54643314269855
67,4206728046,3751350817,2.3001211621361852,0.7300859849432157,0.0012177988998685664,1.8963903409948535,0.20935182296632943,0.027225887518943604,2.7028342278935864,3.6258591751193014,1.835962665707347,3938.751378676934,3139.327868283947,6.165669496900269,-0.402505978897594,0.32827655169227926,0.013806798414446675,5.657133990738468,118.54246661593275
68,534378720,2830462241,2.270045755672136,0.5547078957590577,0.0006301710353257107,0.9382815598443046,2.9682251607170085,0.015492061578933188,0.19242628284195393,6.170096098084547,1.8230048434214838,2938.958480407654,2274.3230873262073,0.5348689468711072,-0.5527726674849863,1.5344049133068656,0.021089875662259904,3.9386023389721707,133.3421856327717
69,1142575513,4060527566,1.6474566426026427,0.790719899137052,0.0018585583901876814,2.260753533081011,4.221626890266475,0.021505171675127617,0.3347282034984469,6.022180419668353,2.8546453101543094,441.1442441029117,4205.5125633568,2.5519017681751284,0.09325452834385352,2.6016981647739392,0.013937860606102213,3.2574899999606886,128.00478617593006
70,3986866691,1989848590,2.3801164140439033,0.8670028880141986,0.01963114687119973,2.4678055775519288,2.7236327967163443,0.00752484972490845,0.5661686574419109,3.596493156133379,2.7727311997690367,4977.94023038338,405.0323377675652,4.8752589972345755,-1.1987990886597326,2.894199358797704,0.007369491310298813,2.29725264762784,113.87636682671742
71,92021801,3957898962,1.6048415227597745,0.7410011343776558,0.04057818752381211,1.399750464503568,1.1923362709704088,0.026669215502347073,1.7098138640985014,1.0318793370368176,1.5089312651258635,4260.395193677333,4682.39826632704,0.8245957555603316,-0.10588390707751807,2.229767075080833,-0.007969012193270841,0.17608000895361203,141.41006695472265
72,1386271804,1713054178,2.381162444272381,0.6416219432834458,0.028725497485517462,1.438492345602497,3.0497109109842047,0.045322986711231875,1.842193219975271,4.114678860945282,2.888795935674401,3971.3068100256423,424.33519386942675,3.9048697823997607,-0.26755776634820655,0.9123976328729876,0.006337795215320581,0.2533266744178573,104.39969648077893
73,2785173136,1889249714,1.8535934347577103,0.8246074374111991,0.048340589529989535,2.2216941172059577,4.389506276742414,0.02974069123222063,0.8815277012881151,4.250330127541826,1.1894409905299435,3779.7267885917163,4384.669871398083,2.0789413007598085,0.9784153691644557,1.1315355908024394,0.028225495691562318,5.437065061797129,126.32181815578386
74,2211365077,3207553327,1.8898013022168825,0.5621782601378382,0.0013382456856972813,1.1988411456004675,5.218203712559056,0.047487906153959356,1.7325959809531333,2.0431079640852667,0.3777002335035647,1085.025754948361,1000.620464919838,5.248808216947643,-0.03170872687953306,1.9795015145024937,-0.018729953988434057,3.3611105654131626,147.60025104624205
75,3485013486,3362989000,2.0586404542911567,0.888023291916201,0.040390218454168514,0.5991268490341916,3.605508689527005,0.008547390226170971,1.843710674330688,6.103253815708809,1.8290099053947098,3941.776572806924,4238.8154659533075,3.8700079384771544,0.5715346336894053,1.1489697505937326,0.011765836187904435,3.6574853128929155,123.69534839989193
76,2748887142,1441654502,1.8404129217283436,0.8777264741073526,0.002206976113925918,0.5081593150029664,6.250688504075269,0.041226943400078854,1.8747393981334581,3.7690019834396353,0.8412193754354542,3631.037187796295,3373.7175990423475,4.361475864918257,-0.6685594631631574,3.0129404891587632,0.01827782763864175,0.47825492434603034,95.06365033615958
77,1826169066,692846061,1.574694669210169,0.642003382432359,0.02437154287893179,2.243549835742889,0.34027101172117924,0.04516313946553876,2.034329897508895,1.8284147375663136,2.8465605243834564,1871.2766960239974,1180.754035702481,4.192233302755884,-0.0814359567609423,2.3457447164098024,0.02941177665208786,4.1908140452551,143.850603228841
78,3493488613,2013010459,2.307232850674974,0.8063839112067136,0.03446613504753205,2.165521348560084,2.655687072441744,0.043909700316673995,1.3902380677991606,1.4448617242842474,0.9869315242885658,4939.762066527528,3205.4147100854093,5.771977562317115,0.4759370426231054,2.410923068405585,-0.00856488413529468,0.4087194118094502,105.03871462488895
79,2453768428,885835700,2.1540889398439975,0.8123310618241577,0.04171341230677188,1.566932814697287,4.27444765397363,0.021062537256322414,1.0917109147492396,4.284776542842171,1.354857949751999,4899.691710874255,2463.846714692549,1.256380673816873,-0.14759450143346284,2.719372843121057,0.0026609305739526824,0.9861408255259851,132.7575603550144
80,115573937,885582712,2.2612732770905186,0.7334735069264496,0.015445120133938462,2.194520919917265,4.637406684877714,0.03889354455149393,1.1378319297556705,1.5765000014913293,1.7811576110966436,967.5308388811732,3497.367963886269,4.615362134090768,-0.8909636231971537,2.55530051687595,0.021397887541112937,0.8309366032942809,122.98605800977818
81,486185455,2123777798,1.6280654992446983,0.8300451865860003,0.012069652902456152,1.3811381705814834,2.9282259234507584,0.016107241726354162,2.49941217619565,0.7317334962911556,2.223994116896155,3525.6583983786445,2822.3151354701404,3.9959163031573537,-0.3433348085371742,1.6613254326203248,-0.0024802770978999255,2.2907556696333975,95.55664569149296
82,1932697859,3117364913,1.7699414079878455,0.7202684541505066,0.008599324389277841,2.4596600623746108,2.1398415296909934,0.02697372537993762,0.9151199497431759,0.29579978042946126,1.6016182122196498,922.8098345982721,4241.525940833724,4.542175217617669,-0.08545873968727838,1.4841301652346715,-0.02684675276648782,4.551467103551623,139.97109177704658
83,3434135360,1518273538,1.9565388677498619,0.7385067670845383,0.024914472295332293,2.01327706219914,1.9231083295292526,0.03881276950155458,1.3932546731088427,2.377789143510519,0.7488617232418066,104.73366603827417,4872.383020015131,3.5912438271308877,-0.7150143333464433,0.8734325952120915,0.010963000427938322,1.803019917171062,146.2613939187099
84,648723403,2402354733,1.9802843729398294,0.6680243439421861,0.045936600417510305,2.7986078997550723,3.8883677844963724,0.03418139842677361,1.9746454719949098,5.677199200491103,0.9574281296994333,511.36505485499697,1506.929902753975,0.049278061855686506,0.21282489639579158,2.9893021596021083,-0.015184753689203233,1.5377422869675739,138.1570793408893
85,378871208,857661967,1.7169084704337454,0.8329740997278577,0.02407375943765873,2.0027780849664643,3.3909435573732316,0.03790369344986782,1.5220708721566782,2.650206831823947,1.0964901596119896,2339.1681003098147,3986.2627706933486,4.765931920948792,0.10477489434878832,1.3235382483495652,-0.023243160504114277,2.4932339100470906,84.20365182927686
